id,number,name,description,numCredits,departmentID,acronym
3843,,Food & Bioprocessing Enzymology,"Properties and applications of industrial enzymes important in food, feed, and bioprocessing, including biofuels and bioproducts. Characterization of enzyme catalytic mechanisms, kinetics, isolation, mutagenesis, and operating conditions, including evaluation of substrates, products, immobilization, enzyme inhibitors, pH, pressure, and temperature.",,68,FS HN 610
3844,,Lipid Chemistry and Applications,"Structure and analysis of lipids; glyceride structure; crystal form and texture; autoxidation and chemical modification; extraction, refining and processing; applications of fats and oils in food, biofuel and biobased products.",,68,FS HN 612
3845,,Food Proteins,"Properties of proteins found in milk, eggs, meat, legumes, and cereal grains. Effect of processing on food proteins.",,68,FS HN 613
3846,,"Carbohydrates: Structures, Properties, and Applications","Study of chemical structures and physical properties of carbohydrates, applications of carbohydrates in foods and as biomaterial, and changes they undergo during processing and storage.",,68,FS HN 614
3847,,Advanced Food Microbiology,"Topics of current interest in food microbiology, including new foodborne pathogens, rapid identification methods, effect of food properties and new preservation techniques on microbial growth, and mode of action of antimicrobials.",,68,FS HN 626
3848,,Rapid Methods in Food Microbiology,"Provides an overview of rapid microbial detection methods for use in foods. Topics include historical aspects of rapid microbial detection, basic categories of rapid tests (phenotypic, genotypic, whole cell, etc.), existing commercial test formats and kits, automation in testing, sample preparation and ""next generation"" testing formats now in development.",,68,FS HN 627
3849,,Seminar,Presentation of thesis or dissertation research. May be taken once for M.S. program and twice for the Ph.D. program.,,68,FS HN 681
3850,,Seminar Reflection,Active listening and critical thinking activities related to research seminars in food science and human nutrition. Required each semester for all FSHN graduate students. Electronic documentation.,,68,FS HN 682
3851,,Special Problems,,,68,FS HN 690
3852,,Grant Proposal Writing,Grant proposal preparation experiences including writing and critiquing of proposals and budget planning. Formation of grant writing teams in food science and/or nutrition.   Offered on a satisfactory-fail basis only.,,68,FS HN 695
3853,,Research in Food Science and Technology,Offered on a satisfactory-fail basis only.,,68,FS HN 699
3854,,Forest Biology,"Discussion of ecological concepts, individual tree structure and growth, variation and diversity in tree populations. Physical environment of trees and forests, ecological processes in forest communities, and introduction to different regional forest communities.",,69,FOR 201
3855,,Sustainable Materials: Wood Utilization,"Basis for use of wood as an industrial raw material for lumber, composites, pulp and paper, energy and chemicals. Implications of use of alternative renewable and non-renewable materials for societal infrastructure and consumer goods.",,69,FOR 202
3856,,Resource Measurements/Evaluation,"Survey techniques involved in quantification, valuation, and evaluation of tree and stand growth and other variables in the forest environment (e.g., recreational use, wildlife habitat value, biomass, and solid wood).",,69,FOR 203
3857,,Forest Ecosystem Decision-Making,"Methods of decision-making related to forest ecosystems including communications, teams and conflict resolution. Current issues relating to public, private, and urban forests; quantification of processes, services, and goods produced by the forest and expected by the public such as wildlife, water, range, recreation, wilderness, biodiversity, as well as wood and fiber products.",,69,FOR 204
3858,,Integrated Forestry Laboratory,"Field and laboratory exercises integrating the evaluation and management of forest goods, services, and the processing of wood products.",,69,FOR 205
3859,,Fall Forestry Camp,"Three-week field camp to address topics and issues covered in 201, 202, 203, 204, and 205.",,69,FOR 206
3860,,Wood Properties and Identification,"Properties of wood and how they relate to its successful use. Comparative anatomical characteristics, scientific nomenclature, and hand lens identification of commercially important North American woods.",,69,FOR 280
3861,,Pesticide Application Certification,"Core background and specialty topics in agricultural, and horticultural pesticide applicator certification. Students can select certification categories and have the opportunity to obtain pesticide applicator certification at the completion of the course. Commercial pesticide applicator certification is emphasized.",,69,FOR 283
3862,,Special Problems,,,69,FOR 290
3863,,Special Problems: Leadership in Forestry Teams (LIFT) Learning Community,,,69,FOR 290A
3864,,Special Problems: Forest Ecosystem Management,,,69,FOR 290B
3865,,Special Problems: Natural Resource Conservation,,,69,FOR 290C
3866,,Special Problems: Urban and Community Forestry,,,69,FOR 290D
3867,,Special Problems: Wood Science and Technology,,,69,FOR 290E
3868,,Silviculture,Manipulation of forest vegetation based on ecological principles for the production of goods and services.,,69,FOR 302
3869,,Dendrology,"Identification and ecology of North American woody plant species. Importance of woody plants in timber production and wildlife habitat. Natural disturbances, human impacts, management and restoration concerns for major North American forest regions will be addressed.",,69,FOR 356
3870,,Forest Herbaceous Layer: Ecology and Identification.,"Survey of the major plant families, general, and representative species of the forest herbaceous layer. Functional ecology and restoration.",,69,FOR 358
3871,,Forest Insects and Diseases,Nature of insects and pathogens of forest and shade trees; their role in the dynamics of natural and     managed forest ecosystems; and the management of indigenous and exotic pests.,,69,FOR 416
3872,,Forest Insects and Diseases Laboratory,Laboratory experience working with insect and fungal pests of trees.,,69,FOR 416L
3873,,Dynamics of Forest Stands,"Change in forest species composition and structure at the stand and landscape scales resulting from site quality, tree growth, competition, succession, and disturbance. Methods for assessing tree growth and reconstructing past stand development. Applications to forest and savanna management.",,69,FOR 442
3874,,Forest Resource Economics and Quantitative Methods,Application of economic principles to forest resource management considering both market and non-market goods and services. Methods of identifying and specifying problems in the management and use of forest resources. Application of mathematical and statistical models to the solution of managerial problems.,,69,FOR 451
3875,,Ecosystem Management,"Principles of planning, regulating, and decision-making associated with public and private lands, with consideration of forest, grassland, wetland, and freshwater aquatic ecosystems.  Integrated natural resources management within ecological, social, economic and policy constraints.",,69,FOR 452
3876,,Forestry Practicum,"Integrated decision-making related to the conservation, management, and preservation of private and public forests, wildlands, urban/community forests, and/or the production and utilization of wood products. Student teams work with a client and develop management plans that incorporate ecological, social, economic, ethical, and institutional/political factors. Effective teamwork, written/oral/visual communication, and problem-solving stressed. Multiple trips to project site and client.",,69,FOR 454
3877,,Urban Forestry,"Discussion of establishment and management of woody perennials in community-owned urban greenspaces, consideration of urban site and soil characteristics, plant physiology, plant culture, urban forest valuation, inventory methods, species selection, and urban forest maintenance (health care and pest management).",,69,FOR 475
3878,,Wood Anatomy and Fiber Analysis,Microscopic anatomy and ultrastructure of wood and other industrial lignocellulosic materials. Microscopy techniques for fiber analysis. Comparison of fiber properties.,,69,FOR 480
3879,,Conversion of Lignocellulosic Materials,Chemical properties of lignocellulosic materials. Wood chemistry. Various conversion processes. Pulp and paper technology. Biobased products. Other fiber products. Cellulose derivatives. Term paper and/or student project required for graduate level.,,69,FOR 481
3880,,Wood Deterioration and Preservation,Deterioration of wood in use by biological and physical agents. Wood preservation and fire retardant treatments. Environmental impact of wood treating.,,69,FOR 483
3881,,Wood and Natural Fiber Composites,"Consolidation behavior of wood and other lignocellulosic materials.  Principles of adhesion.  Manufacturing processes for wood and lignocellulose composites such as plywood, oriented strand products, laminated lumber, particleboard, medium density fiberboard, and bast fiber products.  Extrusion processing of natural fiber/plastic composites.",,69,FOR 485
3882,,Drying Processes for Wood and Other Lignocellulosic Materials,"Principles of moisture relations in hygroscopic materials; adsorption, desorption, equilibrium moisture content. Transport processes in natural materials such as wood. Drying processes for wood and other lignocellulosic materials. Influence of moisture on dimensional stability and durability of wood and lignocelluosic composites.",,69,FOR 486
3883,,Physical Properties of Wood,"Mechanical, thermal, electrical, and acoustical properties of wood. Lumber grading and stress rating, nondestructive evaluation of wood and wood composite products.",,69,FOR 487
3884,,Ecosystem Management,"Principles of planning, regulating, and decision-making associated with public and private lands, with consideration of forest, grassland, wetland, and freshwater aquatic ecosystems.  Integrated natural resources management within ecological, social, economic and policy constraints.",,69,FOR 552
3885,,Creative Component,,,69,FOR 599
3886,,Creative Component: Forest Biology,,,69,FOR 599A
3887,,Creative Component: Forest Biometry,,,69,FOR 599B
3888,,Creative Component: Forest and Recreation Economics,,,69,FOR 599C
3889,,Creative Component: Forest Management and Administration,,,69,FOR 599D
3890,,Creative Component: Wood Science,,,69,FOR 599E
3891,,Research Seminar,Research seminars by faculty and graduate students.   Offered on a satisfactory-fail basis only.,,69,FOR 696
3892,,Research,,,69,FOR 699
3893,,Research: Forest Biology - Wood Science,,,69,FOR 699A
3894,,Research: Forest Biometry,,,69,FOR 699B
3895,,Research: Forest Economics,,,69,FOR 699C
3896,,Research: Forest Management and Administration,,,69,FOR 699D
3897,,Research: Wood Science,,,69,FOR 699E
3898,,Research: Plant Physiology,,,69,FOR 699F
3899,,Elementary French I,"Beginning level development of reading, writing, listening comprehension, and speaking in French, within the context of French culture. Credit by examination in the Department of World Languages and Cultures for courses numbered 101, 102, 201, and 202 is available only to students who are not currently enrolled in the course. Credit by examination for other courses in the Department is normally not available.",,70,FRNCH 101
3900,,Elementary French II,"Beginning level development of reading, writing, listening comprehension, and speaking in French, within the context of French culture. Credit by examination in the Department of World Languages and Cultures for courses numbered 101, 102, 201, and 202 is available only to students who are not currently enrolled in the course. Credit by examination for other courses in the Department is normally not available.",,70,FRNCH 102
3901,,Intermediate French I,"Intermediate level development of reading, writing, listening comprehension, and speaking in French within the context of French culture. Credit by examination in the Department of World Languages and Cultures for courses numbered 101, 102, 201, and 202 is available only to students who are not currently enrolled in the course. Credit by examination for other courses in the Department is normally not available.",,70,FRNCH 201
3902,,Intermediate French II,"Intermediate level development of reading, writing, listening comprehension, and speaking in French within the context of French culture. Credit by examination in the Department of World Languages and Cultures for courses numbered 101, 102, 201, and 202 is available only to students who are not currently enrolled in the course. Credit by examination for other courses in the Department is normally not available.",,70,FRNCH 202
3903,,French Writing and Grammar,Emphasis on developing functional language skills in reading and writing. Selective review of grammar within the context of cultural and literary prose.,,70,FRNCH 301
3904,,Reading and Writing French,"Readings in French prose, theater and poetry. Introduction to close reading and analysis. Development of reading and writing skills for upper-level courses.",,70,FRNCH 302
3905,,French for Global Professionals,Communication in business and professional contexts in French-speaking countries. Development of effective communication strategies and project management in the workplace. Cultural contexts of business and professional practice. Emphasis on working across French-American cultures. Preparation for internships.,,70,FRNCH 304
3906,,French Conversation,Intensive conversational and listening practice emphasizing contemporary France and the Francophone world. Native or near-native speakers are not eligible to enroll.,,70,FRNCH 305
3907,,France Today,Selected topics dealing with contemporary French society and culture.,,70,FRNCH 320
3908,,Studies in French or Francophone Film,"In-depth study of a selected filmmaker, genre, or movement.  Emphasis on analytical interpretation and relationship between film and French or Francophone culture, history, and society.",,70,FRNCH 326
3909,,Studies in French or Francophone Literature,"In-depth study of a selected topic, genre, movement or writer in French or Francophone literature, civilization or culture.  Emphasis on close readings and discussion.",,70,FRNCH 340
3910,,French Studies in English,"Author, genre, or period study in French or Francophone history, literature, or culture. Readings, discussions, and papers in English.",,70,FRNCH 370
3911,,Studies in English Translation: French Topics on Women and Gender Studies,"Topics vary according to faculty interest. Readings, discussions, and papers in English.",,70,FRNCH 370F
3912,,French Film Studies in English,"Analysis and interpretation of film in French society. Topics vary according to faculty interest. Film directors, genres, movements (e.g. The New Wave), historical survey, aesthetics, and cinematography. Readings, discussions and papers in English.",,70,FRNCH 378
3913,,French Civilization Seminar in English,"Advanced seminar in French civilization.  Topics vary according to faculty interest.  Readings, discussions, and paper in English.",,70,FRNCH 476
3914,,Independent Study,Designed to meet the needs of students who wish to focus on areas other than those in which courses are offered.   No more than 9 credits in Frnch 490 may be counted toward graduation.,,70,FRNCH 490
3915,,Internship in French,Credits may be applied only to LCP major.   Offered on a satisfactory-fail basis only.  No more than 3 credits of Frnch 499 may be applied to the major.,,70,FRNCH 499
3916,,Special  Topics in French,,,70,FRNCH 590
3917,,Special Topics in French: Literature or Literary Criticism,,,70,FRNCH 590A
3918,,Special Topics in French: Linguistics,,,70,FRNCH 590B
3919,,Special Topics in French: Language Pedagogy,,,70,FRNCH 590C
3920,,Special Topics in French: Civilization,,,70,FRNCH 590D
3921,,Entrepreneurship in Science and Technology,"High level success at modern science requires entrepreneurship both in and outside the laboratory. Scientists are in a unique position to not only think, but to thrive, ""outside of the box"" and take unorthodox approaches to research that lead to positive paradigm shifts in our lives. Exploration of many facets of science, technology, industry and commerce, with frequent guest lectures from entrepreneurs.",,71,GDCB 505
3922,,Transmission Genetics,"In-depth investigations of modern research practices of transmission genetics. Designed for students interested in genetic research. Topics include: Mendelian genetic analysis, analysis of genetic pathways, mutational analysis of gene function, chromosomal mechanics, genetic mapping, epigenetic inheritance, human genetic analysis.",,71,GDCB 510
3923,,Molecular Genetics,"The principles of molecular genetics: gene structure and function at the molecular level, including regulation of gene expression, genetic rearrangement, and the organization of genetic information in prokaryotes and eukaryotes.",,71,GDCB 511
3924,,Plant Metabolism,"Photosynthesis, respiration, and other aspects of plant metabolism.",,71,GDCB 513
3925,,Advances in Molecular Cell Biology,"Cell biological processes including cell signaling, cell division, intracellular trafficking, biogenesis of organelles, cell adhesion and motility.",,71,GDCB 528
3926,,Advances in Developmental Biology,"Fundamental principles in multicellular development. Emphasis on cellular and molecular regulation of developmental processes, and experimental approaches as illustrated in the current literature.",,71,GDCB 533
3927,,Statistical Genetics,"Statistical models and methods for genetics covering models of population processes: selection, mutation, migration, population structure, and linkage disequilibrium, and inference techniques: genetic mapping, linkage analysis, and quantitative trait analysis. Applications include genetic map construction, gene mapping, genome-wide association studies (GWAS), inference about population structure, phylogenetic tree construction, and forensic and paternity identification.",,71,GDCB 536
3928,,Introduction to Molecular Biology Techniques,Sessions in basic molecular biology techniques and related procedures.   Offered on a satisfactory-fail basis only.,,71,GDCB 542
3929,,Introduction to Molecular Biology Techniques: DNA Techniques,"Includes genetic engineering procedures, sequencing, PCR, and genotyping.   Offered on a satisfactory-fail basis only.",,71,GDCB 542A
3930,,Introduction to Molecular Biology Techniques: Protein,"Techniques. Includes: fermentation, protein isolation, protein purification, SDS-PAGE, Western blotting, NMR, confocal microscopy and laser microdissection, Immunophenotyping, and monoclonal antibody production. Sessions in basic molecular biology techniques and related procedures.   Offered on a satisfactory-fail basis only.",,71,GDCB 542B
3931,,Introduction to Molecular Biology Techniques: Cell Techniques,"Includes: immunophenotyping, ELISA, flow cytometry, microscopic techniques, image analysis, confocal, multiphoton and laser capture microdissection.   Offered on a satisfactory-fail basis only.",,71,GDCB 542C
3932,,Introduction to Molecular Biology Techniques: Plant Transformation,"Includes: Agrobacterium and particle gun-mediated transformation of tobacco, Arabidopsis, and maize, and analysis of tranformants.   Offered on a satisfactory-fail basis only.",,71,GDCB 542D
3933,,Introduction to Molecular Biology Techniques: Proteomics,"Includes: two-dimensional electrophoresis, laser scanning, mass spectrometry, and database searching.   Offered on a satisfactory-fail basis only.",,71,GDCB 542E
3934,,Introduction to Molecular Biology Techniques: Metabolomics,Includes: metabolomics and the techniques involved in metabolite profiling. For non-chemistry majoring students who are seeking analytical aspects into their biological research projects.   Offered on a satisfactory-fail basis only.,,71,GDCB 542F
3935,,Introduction to Molecular Biology Techniques: Genomic,Offered on a satisfactory-fail basis only.,,71,GDCB 542G
3936,,Fundamentals of Bioinformatics,"Survey of key bioinformatics methods, including hands-on use of computational tools to solve various biological problems. Topics include: database searching, sequence alignment, gene prediction, RNA and protein structure prediction, construction of phylogenetic trees, comparative and functional genomics, and systems biology.",,71,GDCB 544
3937,,"Plant Molecular, Cell and Developmental Biology","Plant nuclear and organelle genomes; regulation of gene expression; hormone signaling; organization, function, and development of plant cells and subcellular structures; regulation of plant growth and development.",,71,GDCB 545
3938,,"Cellular, Molecular and Developmental Neuroscience","Fundamental principles of neuroscience including cellular and molecular neuroscience, nervous system development, sensory, motor and regulatory systems.",,71,GDCB 556
3939,,Advanced Neuroscience Techniques,"Research methods and techniques; lectures, laboratory exercises and/or demonstrations representing individual faculty specialties.",,71,GDCB 557
3940,,Bioinformatics II (Advanced Genome Informatics),Advanced sequence models.  Basic methods in molecular phylogeny.  Hidden Markov models.  Genome annotation.  DNA and protein motifs. Introduction to gene expression analysis.,,71,GDCB 568
3941,,Bioinformatics IV (Computational Functional Genomics and Systems Biology),"Algorithmic and statistical approaches in computational functional genomics and systems biology. Elements of experiment design. Analysis of high throughput gene expression, proteomics, and other datasets obtained using system-wide measurements. Topological analysis, module discovery, and comparative analysis of gene and protein networks. Modeling, analysis, simulation and inference of transcriptional regulatory modules and networks, protein-protein interaction networks, metabolic networks, cells and systems: Dynamic systems, Boolean, and probabilistic models. Multi-scale, multi-granularity models. Ontology-driven, network based, and probabilistic approaches to information integration.",,71,GDCB 570
3942,,Special Topics,,,71,GDCB 590
3943,,Current Topics in Neuroscience,"Topics may include molecular and cellular neuroscience, neurodevelopment, neuroplasticity, neurodegenerative diseases, cognitive neuroscience, sensory biology, neural integration, membrane biophysics, neuroethology, techniques in neurobiology and behavior.",,71,GDCB 661
3944,,Seminar in GDCB,"Research seminars by faculty, invited speakers, and graduate students.   Offered on a satisfactory-fail basis only.",,71,GDCB 690
3945,,Faculty Seminar,Faculty research series.,,71,GDCB 691
3946,,Research Seminar,Research seminars by faculty and graduate students.   Offered on a satisfactory-fail basis only.,,71,GDCB 696
3947,,"Seminar in Molecular, Cellular, and Developmental Biology",Student and faculty presentations.,,71,GDCB 698
3948,,Research,Research for thesis or dissertation.   Offered on a satisfactory-fail basis only.,,71,GDCB 699
3949,,Research,,,71,GDCB 699I
3950,,Genetics Orientation,"This course is intended for first year students and others new to the genetics major.  Discussion of university policies and resources, requirements of the major, career opportunities, and other topics related to the first year experience.",,72,GEN 110
3951,,Cooperative Education,Required of all cooperative education students. Students must register for this course prior to commencing each work period.,,72,GEN 298
3952,,Principles of Genetics,"Introduction to the principles of transmission and molecular genetics of plants, animals, and bacteria. Recombination, structure and replication of DNA, gene expression, cloning, quantitative and population genetics.   Students may receive graduation credit for no more than one of the following: Gen 260, Gen 313 and 313L, Gen 320, Biol 313 and 313L, and Agron 320.",,72,GEN 313
3953,,Genetics Laboratory,"Laboratory to accompany 313.   Students may receive graduation credit for no more than one of the following: Biol 313 and 313L, Gen 260, Gen 313, Gen 320, and Agron 320.",,72,GEN 313L
3954,,"Genetics, Agriculture and Biotechnology","Transmission genetics with an emphasis on applications in agriculture, the structure and expression of the gene, how genes behave in populations and how recombinant DNA technology can be used to improve agriculture.   Credit for graduation will not be allowed for more than one of the following: Gen 260, 313, 320 and Biol 313 and 313L.",,72,GEN 320
3955,,Introduction to Bioinformatics and Computational Biology,"Genome sequencing, assembly, structural and functional annotation, and comparative genomics. Investigating these topics will develop skills in programming and scripting (Perl and/or Python), the use of biological databases, sequence alignment, homology search, identification of sequence patterns, construction of phylogenetic trees, and comparative genomics.",,72,GEN 322
3956,,Human Genetics,"Fundamental concepts and current issues of human genetics. Human chromosome analysis, pedigree analysis, gene mapping, the human genome project, sex determination, genetics of the immune system, genetics of cancer, gene therapy, the genetic basis of human diversity, eugenics.",,72,GEN 340
3957,,The Genome Perspective in Biology,"Analysis of genome, RNA, and protein data using computer technology to answer biological questions on topics ranging from microbial diversity to human health. An introduction for students in the life sciences to the fields of genomics, bioinformatics and systems.",,72,GEN 349
3958,,Cooperative Education,Required of all cooperative education students. Students must register for this course prior to commencing each work period.,,72,GEN 398
3959,,Molecular Genetics,"The principles of molecular genetics: gene structure and function at the molecular level, including regulation of gene expression,   genetic rearrangement, and the organization of genetic information in prokaryotes and eukaryotes.",,72,GEN 409
3960,,Analytical Genetics,"The principles and practice of genetic analysis. Mendelian genetic analysis, mutational, transgenic, and genomic analysis of gene function, linkage and gene     mapping, chromosomal aberrations, aneuploidy and polyploidy, extrachromosomal inheritance, analysis of genetic pathways.",,72,GEN 410
3961,,Bioinformatic Analysis,"Broad overview of bioinformatics with a significant problem-solving component, including hands-on practice using computational tools to solve a variety of biological problems. Topics include: bioinformatic data processing, Perl programming, genome assembly, database search, sequence alignment, gene prediction, next-generation sequencing, comparative and functional genomics, and systems biology.",,72,GEN 444
3962,,Evolutionary Genetics,"The genetic basis of evolutionary processes in higher organisms. The role of genetic variation in adaptation, natural selection, adaptive processes, and the influence of random processes on evolutionary change.",,72,GEN 462
3963,,Independent Study,Independent study in any area of genetics.   Students may use no more than 9 credits of university-wide 490 credits (including Gen 490) toward the total of 120 credits required for graduation.,,72,GEN 490
3964,,Undergraduate Seminar,"Communication within the discipline based on comprehension, discussion, presentation, and critical evaluation of original research literature; survey of career paths within the genetics disciplines and approaches to obtaining positions; exposure to research publication and grantsmanship processes; ethical issues in genetics research; outcomes assessment activities.",,72,GEN 491
3965,,Laboratory Teaching Experience,For students registering to be undergraduate laboratory assistants.   Offered on a satisfactory-fail basis only.  No more than 2 credits of GEN 490U or GEN 492 may be applied toward the Genetics advanced course requirement.,,72,GEN 492
3966,,Special Topics in Genetics,Content varies from year to year.   Genetics students may use no more than 9 credits of university-wide 490-499 credits toward the total of 120 credits required for graduation.,,72,GEN 495
3967,,Attendance and Critique of Genetics Seminars,"Attendance and critique of departmental seminars in BBMB, GDCB, or EEOB.   Offered on a satisfactory-fail basis only.  Genetics students may use no more than 9 credits of university-wide 490 - 499 credits toward the total of 120 credits required for graduation.",,72,GEN 496
3968,,Cooperative Education,Required of all cooperative education students. Students must register for this course prior to commencing each work period.,,72,GEN 498
3969,,Genetics Research,Independent research in any area of genetics.   Genetics students may use no more than 9 credits of university-wide 490-499 credits toward the total of 120 credits required for graduation.,,72,GEN 499
3970,,Genetics Research for Honors,Independent research in any area of genetics; for Honors students only.   Genetics students may use no more than 9 credits of university-wide 490-499 credits toward the total of 120 credits required for graduation.,,72,GEN 499H
3971,,Ethics and Biological Sciences,"Introduction to Bioethics through case study discussion and recent news events. Students will read and discuss contemporary issues in science ethics, including some of the following topics: ethics and responsible research practice, animal ethics and the use of animals in teaching and research, cloning, human reproductive and stem cell research, regulation of genetically modified crops and foods, plant biotechnology, gene patents.   Students will be divided into groups to develop their own case study, to be presented in class at the end of the term.   Offered on a satisfactory-fail basis only.",,73,GENET 539
3972,,Special Topics,Contact individual faculty for special projects or topics.  Graded.,,73,GENET 590
3973,,Workshop in Genetics,"Current topics in genetics research. Lectures by off-campus experts. Students read background literature, attend preparatory seminars, attend all lectures, meet with lecturers.",,73,GENET 591
3974,,Graduate Student Seminar in Genetics,"Research presentations by students to improve their ability to:  orally present scientific work in a clear and meaningful way, critically evaluate oral presentations, and give and receive constructive criticism. Students may enroll in one seminar per school year.",,73,GENET 690
3975,,Faculty Seminar in Genetics,Faculty research seminars that introduce students to the variety of genetics research projects on campus and provide an opportunity for students to become engaged in the scientific presentation to the point where they can think critically and ask meaningful questions.,,73,GENET 691
3976,,Conceptual Foundations of Genetics,"Landmark papers in the development of genetics concepts.  Papers are presented and discussions led by students, guided and mentored by the instructors.  Instructors provide a broad overview and history of the development of fundamental concepts in genetics.",,73,GENET 692
3977,,Graduate Research Rotation,Graduate research projects performed under the supervision of selected faculty members in the graduate Genetics major.,,73,GENET 697
3978,,Research,Research.,,73,GENET 699
3979,,The Earth,"How does the earth work, what is it made of, and how does it change through time? Plate tectonics, Earth materials, landforms, structures, climate, and natural resources. Emphasis on the observations and hypotheses used to interpret earth system processes. Students may also enroll in GEOL 100L.",,74,GEOL 100
3980,,The Earth: Laboratory,"Students will gain understanding of how Earth processes affect their lives and how they affect the Earth, and of the complex nature of the Earth and its processes. They will gain a deep knowledge of the methods used to understand the time scales and rates of Earth processes also through an applied research experience on groundwater and surface water.",,74,GEOL 100L
3981,,Environmental Geology: Earth in Crisis,"An introduction to geologic processes and the consequences of human activity from local to global scales. Discussion of human population growth, resource depletion, pollution and waste disposal, global warming and ozone depletion, desertification, and geologic hazards such as earthquakes, landslides, flooding, and volcanism.",,74,GEOL 101
3982,,History of the Earth,The Earth's physical and biological evolution; concepts of global tectonics. Methods used to decipher earth history. Students majoring in geology must also enroll in GEOL 102L.,,74,GEOL 102
3983,,History of the Earth: Laboratory,Introduction to the use of sedimentary rocks and fossils in reconstructing the Earth's history.,,74,GEOL 102L
3984,,Gems and Gemstones,"Offered in second half of the semester. Introduction to gems and gemstones, physical and optical properties of gems and gemstones, explanation of where gems come from and how they are found, how to distinguish between synthetic and naturally occurring gems, how the value of gems are determined, and the history of famous gems.",,74,GEOL 105
3985,,Earth and Space Science for Elementary Education Majors,"Fundamental concepts of Earth and Space Science, including the solar system, weather and climate, water and soils, plate tectonics, and geologic hazards. Online course format.",,74,GEOL 106
3986,,Earth and Space Science for Elementary Education Majors: Laboratory,"Inquiry-based lab exploring fundamental concepts of Earth and Space Science, including the solar system, weather and climate, water and soils, plate tectonics, and geologic hazards. Must be taken concurrently with GEOL/ASTRO 106.",,74,GEOL 106L
3987,,Introduction to Oceanography,"Introduction to study of the oceans. Ocean exploration. Waves and currents. Shape, structure, and origin of the ocean basins. Sedimentary record of oceanic life. Composition of seawater and its significance for life. Ocean circulation and its influence on climate. Life of the oceans, including coral reefs. Use and misuse of ocean resources. Anthropogenic impacts on the oceanic environment.",,74,GEOL 108
3988,,Geological Disasters,"Introduction to the catastrophic geologic processes that disrupt ecosystems and human activity. Includes a discussion on the role of plate tectonics, the hydrologic cycle, and humans as the driving forces behind selected case studies on volcanic eruptions, earthquakes, tsunamis, landslides, and floods. Summer - online only.",,74,GEOL 111
3989,,Geoscience Orientation,"Orientation course for students enrolled in the Earth, Wind and Fire Learning Community. Provides an introduction to Iowa State University and meteorology, geology, and Earth science programs for students enrolled in the department's learning community. Activities include academic and social activities, talks and presentations on academic success, resume writing, and study abroad, as well as research talks by faculty members.",,74,GEOL 112
3990,,Water Resources of the World,"Study of the occurrence, history, development, and management of world water resources.  Basic hydrologic principles including climate, surface water, groundwater, and water quality.  Historical and current perspectives on water policy, use, and the role of water in society and the environment.",,74,GEOL 160
3991,,Geology for Engineers and Environmental Scientists,Introduction to Earth materials and processes with emphasis on engineering and environmental applications.,,74,GEOL 201
3992,,Independent Study,Independent study for freshman and sophomore students.,,74,GEOL 290
3993,,Cooperative Education,Required of all cooperative education students. Students must register for this course prior to commencing the work period.,,74,GEOL 298
3994,,Summer Field Studies,"Geologic mapping; structural, stratigraphic, sedimentologic, metamorphic, geomorphic, and environmental analyses. Study areas in the Bighorn Basin and Wind River Range and excursions to Yellowstone and Grand Teton National Parks. A 6-week summer field course required of all geology majors.",,74,GEOL 302
3995,,Geology Field Course,Weekly seminar introduces students to a selected geological region or theme that is visited on a required ten-day field excursion. Introduction to field-safety leadership.,,74,GEOL 306
3996,,Mineralogy and Earth Materials,"Introduction to mineral classification, elementary crystal chemistry, crystal growth and morphology, mineral stability, and mineral associations.",,74,GEOL 315
3997,,Laboratory in Mineralogy and Earth Materials,"Mineral identification methods, especially hand-specimen identification.",,74,GEOL 315L
3998,,Optical Mineralogy,Laboratory problems in mineral-identification methods utilizing optical microscopic techniques.,,74,GEOL 316
3999,,Energy and the Environment,"Renewable and non-renewable energy resources. Origin, occurrence, and extraction of fossil fuels. Nuclear, wind, geothermal, biomass, hydroelectric, and solar energy. Biofuels. Energy efficiency. Environmental effects of energy production and use, including air pollution, acid precipitation, coal ash, mountaintop removal mining, oil drilling, hydraulic fracturing, groundwater contamination, nuclear waste disposal, and global climate change. Carbon sequestration and geoengineering solutions for reducing atmospheric CO2 concentrations.",,74,GEOL 324
4000,,Structural Geology,"Principles of stress and strain. Brittle and ductile behavior of rocks. Description, classification, and mechanics of formation of fractures, faults, folds, foliation, and lineation. Plate tectonics and regional geology. Laboratory includes application of geometrical techniques to solve structural problems; emphasizes map interpretation and use of stereonet and computer methods.",,74,GEOL 356
4001,,Igneous and Metamorphic Petrology,Nature and origin of igneous and metamorphic rocks. Emphasis on important rock-forming environments and processes and their influence on rock characteristics. Laboratory includes thin section study of rock textures and mineralogy and the interpretation of these features.,,74,GEOL 365
4002,,Sedimentary Geology,"Exploration of the interplay between weathering, sedimentation, sea-level change, tectonics, and life through time that creates sedimentary rocks and stratigraphic packages. Understanding of the historical development of sedimentary geology through the development of petrography, paleontology, deep earth sampling, geophysical technologies, and geochemistry. Field and laboratory problem sets illuminate lecture material.",,74,GEOL 368
4003,,Cooperative Education,Required of all cooperative education students. Students must register for this course prior to commencing each work period.,,74,GEOL 398
4004,,Watershed Hydrology,"Examination of watersheds as systems, emphasizing the surface components of the hydrologic cycle.  Combines qualitative understanding of hydrological processes and uncertainty with quantitative representation.  Laboratory emphasizes field investigation and measurement of watershed processes.",,74,GEOL 402
